Date,.STOXX50,BHPB.L,ABBN.S,ADSGn.DE,BAYGn.DE,SGEF.PA,GSK.L,HSBA.L,ULVR.L,BNPP.PA,AIR.PA,NESN.S,TOTF.PA,NOVN.S,AIRP.PA,LVMH.PA,ASML.AS,SASY.PA,NOVOb.CO,IBE.MC,ISP.MI,RDSa.AS,ROG.S,UBSG.S,BATS.L,DGE.L,REL.L,AZN.L,PRU.L,VOD.L,OREP.PA,SIEGn.DE,SAPG.DE,ZURN.S,SCHN.PA,BASFn.DE,NG.L,DTEGn.DE,RIO.L,DAIGn.DE,BP.L,PRTP.PA,ALVG.DE,SAF.PA,ENEI.MI,AXAF.PA,ABI.BR,RKT.L
2011-05-27 00:00:00,0.006022267,0.0120686,0.003557137,0.009239237,0.010235789,0.009669621,0.000759878,0.010578618,0.003102378,0.022944551,-0.003776938,-0.001833181,0.008674576,0.002788104,0.009656652,0.015879828,-0.001310371,-0.002031769,0.000772798,0.001653713,0.018296169,-0.002635848,0,0.011808577,0.001104159,0.021513944,0.005494505,0.003025478,0.011026878,0.011645267,0.012119073,0.002004008,0.001301313,0.003547672,-0.00540054,0.007726451,0.005681818,-0.001968504,0.028564541,0.004281984,-0.003360798,0.001690617,0.018894108,0.005795002,0.004680851,0.004470426,-0.000609013,-0.002059429
2011-05-30 00:00:00,-0.001184255,0.005439331,0.001772264,0.012076354,0.009951149,-0.007980846,0.002277904,0.006819984,0.015979381,-0.005420561,0.000223015,-0.000918274,-0.002276464,0.002780352,0.001275239,-0.00295733,0.007497657,0.001110494,0.001544402,0.003301965,-0.011229646,0.002846107,-0.007427414,-0.011056511,0.000735294,0.009360374,0.003642987,0.0088903,0.005453306,-0.002656434,-0.00058126,0.004333333,0.005434783,-0.006186478,0.002714932,0.010114192,0.010492333,0.00295858,-0.005155847,-0.000415973,0.018927445,-0.008438819,-0.009533787,0.010262874,0,-0.005135228,0.004996953,0.013266509
2011-05-31 00:00:00,0.006612917,0,0.012383901,0.008275597,0.02024364,0.030571199,0,0,0,0.018981394,0.020289855,0.006433824,0.014830777,0.01663586,0.024517088,0.024576271,0.004837209,0.017193566,0.00154202,0.012012506,0.023850085,0.004257044,0.020408163,0.014906832,0,0,0,0,0,0,0.016982668,0.028874876,0.014571093,0.014228546,0.034296029,0.037790698,0,0.015732547,0,0.021743654,0,0.029361702,0.017347155,0.006950633,0.011012283,0.021335169,0.016735387,0
2011-06-01 00:00:00,-0.010836401,-0.004577611,-0.014416776,-0.003817522,-0.006145742,-0.014720642,-0.009848485,-0.004725898,0.00456621,-0.007746219,-0.03277972,-0.001826484,-0.011241569,-0.017272727,-0.013260126,-0.006617039,0.000185151,-0.018538713,0.001539646,-0.008130081,-0.02828619,-0.009890997,-0.010666667,0.00244798,0.004041146,0.001545595,-0.003629764,0.002360346,-0.017627119,-0.043799941,-0.008692668,-0.017311828,-0.006485986,-0.011836914,-0.012216405,-0.013227513,-0.047923323,-0.011132623,0.002355713,-0.012116892,-0.004697342,-0.003307152,-0.015179871,-0.001946903,-0.005865103,0.014487871,-0.004055344,-0.005237125
2011-06-02 00:00:00,-0.01540323,-0.027173913,-0.01462766,-0.016861468,-0.025971731,-0.013695529,-0.019510329,-0.007280785,-0.011111111,-0.025836431,-0.033438771,-0.009149131,-0.023749368,-0.016651249,-0.022677165,-0.01623647,-0.018511662,-0.014814815,-0.004611837,-0.001311475,-0.002283105,-0.019164118,-0.009433962,-0.022588523,-0.006220271,0.000771605,-0.000910747,-0.018838305,-0.011732229,-0.004333024,-0.010038075,-0.017069701,-0.020750758,-0.011978705,-0.015017668,-0.030752247,-0.006711409,-0.017131669,-0.026439483,-0.024427953,-0.022524938,-0.019908752,-0.022804054,-0.014718922,0,-0.025905015,-0.018562874,-0.006142147
2011-06-03 00:00:00,-0.00288696,-0.009239364,0,-0.002533619,0.005441683,-0.006196924,0.010924698,0.000159439,0.007150153,0.021751574,0.006077606,0,-0.007246377,0,-0.000322269,0.000846382,-0.006412674,-0.014473684,0,-0.001149048,0.049199085,-0.003117855,0,0,0.000184094,-0.00462606,0.007292616,0.00128,-0.00349162,0.018961766,-0.007109557,0.013024602,0.003928571,0,0,0.015619915,0.001689189,-0.000498008,-0.008449004,0.005176968,-0.002853067,-0.002962336,0.004645635,0.005939525,-0.00505689,0.005796113,-0.008419768,-0.002354326
2011-06-06 00:00:00,-0.006099732,0.008891781,-0.007197481,-0.007424775,0.014793433,-0.025981524,0.004245465,-0.0023912,0.002028398,-0.019607843,-0.002555762,-0.003693444,-0.005474453,-0.002822201,0.002578981,-0.005919662,-0.005125285,0.00019073,0,-0.007559573,-0.029989095,-0.001876564,-0.006122449,-0.008119925,0.007914596,0,0.006334842,0.007829978,0.003503854,-0.00152532,0.006573541,-0.008681319,-0.002253053,-0.004490346,0.001793722,0.007049023,-0.005902192,-0.002989537,0.009860012,-0.007778011,-0.007593265,-0.003395586,-0.013012152,0.008946144,-0.022024566,-0.020338983,-0.006030027,0.01120944
2011-06-07 00:00:00,-0.001082566,0.006878762,-0.003171726,-0.015748031,-0.003733333,0.004860699,0.003458878,-0.004154682,0.002024291,0.002666667,-0.005823433,-0.008341057,0.003538663,-0.001886792,0.005894962,0.000425351,0.003625262,-0.000381388,-0.000772201,0.005464481,0.019111861,-0.004804679,-0.006160164,-0.014483627,-0.002739226,-0.006196747,-0.017985612,0.007134929,0.005586592,-0.00152765,-0.003731778,0.001219377,0.002852389,-0.00315742,0.004476276,-0.004136176,0.006785411,0.008495752,0.012295082,-0.002118644,-0.006098913,-0.002555366,0.009261277,-0.021103032,0.000866176,0.015916955,-0.001361892,0.010793466
2011-06-08 00:00:00,-0.00809849,-0.020068318,-0.025,-0.0201,-0.012669522,-0.007904672,-0.00842589,-0.010590501,-0.008585859,-0.008168693,-0.006091846,-0.003738318,-0.001958992,-0.011342155,-0.014384656,-0.012329932,-0.010646388,-0.001716902,-0.020092736,0,-0.013237728,0.001679261,-0.013774105,-0.021086262,-0.010254532,-0.013250195,0,-0.004565491,-0.013194444,-0.010709914,-0.010651996,-0.009300266,-0.011021569,-0.013574661,-0.013368984,-0.005750799,0.00168492,-0.005946482,-0.012383901,0.005095541,-0.008925583,-0.016652434,-0.008204685,-0.020833333,-0.015144959,-0.005790191,-0.00483511,-0.004329004
2011-06-09 00:00:00,0.009876994,0.012854031,0.017715618,0.015409736,0.012470631,0.013200143,0.00038625,0.008271164,0.000509424,0.002681479,0.017208864,-0.002814259,0.011777022,-0.001912046,0.016216216,0.006457167,0.007878555,0.004012994,0.004731861,0.004940711,-0.005030743,0.015507125,-0.004189944,0.007180157,0.010175763,0.018167457,0.003663004,0.004111972,0.014074595,-0.001546551,0.010530052,0.018998659,0.011863391,0.00733945,0.03071364,0.028277635,0.010092515,0.011465603,0.012659754,0.001901141,0.013283801,0.007381676,0.016980516,0.031637373,0.012741652,0.0222679,0.007101034,0.010434783
2011-06-10 00:00:00,-0.013002494,-0.019359002,-0.01145213,-0.011959799,-0.008211353,-0.016079812,-0.014285714,-0.012707093,-0.013747454,-0.014135626,-0.021320973,-0.00752587,-0.017071909,-0.019157088,-0.014680851,-0.017964072,-0.024022879,-0.021888085,0.009419152,-0.019337922,-0.010674157,-0.009286009,-0.013323983,-0.007777058,-0.008424908,-0.011636928,-0.015510949,-0.020948181,-0.0055517,-0.015489467,-0.018967334,-0.018863786,-0.011132165,-0.007741348,-0.029798422,-0.01328125,-0.01582015,-0.000492854,-0.022740802,-0.017815728,-0.017775803,-0.013362069,-0.012415712,0.008428981,-0.016052061,-0.014075067,-0.017318159,-0.004876649
2011-06-13 00:00:00,0.002929723,0.000219346,0.011584801,0.015563015,0.00287977,0.003220804,0.005092049,0.003910068,0,-0.003875218,0.007340753,0.008530806,-0.000526316,0.013671875,0.003994818,0.005662021,-0.005079117,0.013426737,0.00155521,-0.002005348,0,0.003749219,0.010660981,0.00914435,-0.006095308,-0.002354788,-0.000926784,-0.005630631,-0.001395673,0.008181246,0.008115527,0.000111782,0.003353293,0.020192749,-0.001806685,0.000633413,0.005922166,0.013313609,0.000365497,0.000965976,-0.010179844,0.002621232,0,0.004268184,-0.001322751,0.001699524,0.005664653,-0.012683771
2011-06-14 00:00:00,0.007889131,0.013157895,0,0.01181891,0.023151472,0.018073722,0.003897116,-0.00032457,0.004130098,0.023341762,0.006346968,0,0.009083728,0,0.015377998,0.011693374,0.027292362,0.01593702,0,0.023442733,0.024985804,0.006640382,0,0,-0.010035309,-0.008654603,0.005565863,0.012619317,0.00698812,0.003433208,0.019178407,0.019894937,0.021365481,0,0.019004525,0.021205887,-0.000841043,0.028710462,0.009377664,0.011151619,0.006742087,0.020915033,0.017882302,0.030281565,0.009271523,0.027485579,0.004506196,0.001167883
2011-06-15 00:00:00,-0.010181508,-0.011471861,-0.005955108,0.007919224,-0.01368181,-0.013081056,-0.000776398,-0.012012987,-0.004627249,-0.024900209,0.012613875,-0.012218045,-0.015264188,0.000963391,-0.017369201,-0.015410959,-0.021406728,-0.018900019,-0.010093168,-0.023069372,-0.049307479,-0.003504432,-0.015471167,-0.01618123,-0.006758025,0,-0.004612546,-0.011024125,-0.014573213,-0.006842924,-0.008014868,-0.004164384,-0.013439289,-0.015294647,-0.01687389,-0.022160236,-0.005892256,-0.020813623,-0.007842664,-0.011028632,-0.011350738,-0.016218523,-0.012776831,-0.005328292,-0.015310586,0.000330251,-0.010716511,-0.009332167
2011-06-16 00:00:00,-0.001007908,-0.003722356,-0.026728111,-0.017285406,0.019562511,-0.005798817,-0.007381507,-0.000657246,-0.001033058,-0.003703704,-0.002076125,-0.002854424,0.00927398,-0.003849856,-0.002047855,-0.017391304,-0.0125,-0.004430746,-0.024313725,-0.002344666,0.013986014,-0.008481589,-0.001428571,0.000657895,-0.003213003,0,-0.010194625,-0.020355412,-0.008450704,0.002192296,-0.005503513,-0.000550237,-0.00177683,-0.010050251,-0.003161698,-0.003961965,-0.00254022,0.004347826,-0.007661437,0.007291443,-0.003673938,-0.007809111,-0.005608283,-0.03749784,0.009773434,-0.021789369,-0.000629802,-0.007359435
2011-06-17 00:00:00,0.002584124,-0.004835165,0.005208333,0.019788127,0.004011861,0.013212713,0.002348337,-0.001479776,0.010341262,0.021326551,-0.008784096,0.002862595,0.001050144,-0.005797101,0.010908305,-0.002212389,-0.014636076,0.013351393,-0.000803859,0.011918751,0.045402299,0.000208638,0,0,0.004740235,-0.005555556,0.004681648,0.005112137,0.005681818,-0.0021875,0.010950194,0.013102841,0.004627981,-0.005999077,0.00362483,0.007000796,0,0.008177008,0.00122549,0.007877369,-0.001613275,0.006121557,0.016160521,0.018132855,-0.002639683,0.025987175,0.008318629,-0.001779359
